CODIGO ARTICULO,CLI,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
ARTICULO4280,1714,,,,,1,,,,,
ARTICULO4281,1478,,,3,,,3,,,,
ARTICULO4282,4056,4,,3,,,,,,6,
ARTICULO4283,7015,1,,,,,,,,,
ARTICULO4284,4314,,,,,,2,,,,
,5822,,,,1,,2,,,,
ARTICULO4286,5318,,,,1,,,,,,1
ARTICULO4287,7617,,,,1,,,1,,,2
ARTICULO4288,5822,,,,,,1,,,1,
ARTICULO4289,8659,,,,,1,,,,,
ARTICULO4290,5822,,,,,,1,,,,
ARTICULO4291,8480,,,,1,,,,,,
ARTICULO4292,4097,,1,,,,,,,,
ARTICULO4293,4663,,2,,,,,,,,
ARTICULO4294,2133,,,,2,,,,,,
ARTICULO4295,5052,1,,,,,,,,,
ARTICULO4296,5759,1,,1,,,,,,,
ARTICULO4297,5318,,,,2,,,,,,
ARTICULO4298,2786,,,,1,,,,,,
ARTICULO4299,2786,,,,1,,,,,,
ARTICULO4300,5318,1,,,,,,,,,
ARTICULO4301,6137,,,,1,,,,,,
ARTICULO4302,6441,,,,,1,,,,,
ARTICULO4303,4630,2,,,,,1,,,1,
ARTICULO4304,5698,,1,,,,,1,,,
ARTICULO4305,7815,,,,,2,,,,,
ARTICULO4306,7368,,,2,,5,,,,,
ARTICULO4307,4056,,,,6,,3,,1,3,
ARTICULO4308,4056,,,,4,14,1,1,,,
ARTICULO4309,6864,,,,,,1,,,,
ARTICULO4310,4056,,,,,2,1,,1,4,3
ARTICULO4311,4056,,5,2,,2,2,,,,
ARTICULO4312,6827,,,,,3,2,8,1,1,
ARTICULO4313,6827,,,,1,,,,,,
ARTICULO4314,7015,,,1,,,,,,,
ARTICULO4315,7015,5,3,2,,,1,,,,
ARTICULO4316,4056,3,2,7,4,3,3,1,5,2,
ARTICULO4317,5318,,,,,1,,,,,
ARTICULO4318,7015,,,1,2,,,,,,
ARTICULO4319,9166,,,,,,1,,,,
ARTICULO4320,6122,,2,,,1,1,3,1,,
ARTICULO4321,7453,5,,,,,,,,,
ARTICULO4322,7453,4,,,,,,,,,
ARTICULO4323,4121,2,,,,,,,,,
,9580,,,,,,,,,2,
ARTICULO4325,4392,,,,1,,,,,,
ARTICULO4326,2495,,,,,,,,2,,
ARTICULO4327,7453,3,,,,,,,,,
ARTICULO4328,6122,9,2,,,,,,,,
ARTICULO4329,8713,,,,,1,,,,,
ARTICULO4330,7453,2,,,,,,,,,
ARTICULO4331,7453,19,,,,,,,,,
ARTICULO4332,7617,,1,,,,,,,,
ARTICULO4333,7617,1,2,,,,,1,,,9
ARTICULO4334,2159,,3,3,4,,,,,,
ARTICULO4335,2159,,1,,,,,,,,
ARTICULO4336,883,,,,1,,,,,,
ARTICULO4337,2159,,,1,1,2,,,,,
ARTICULO4338,2159,10,,,,,,,,,
ARTICULO4339,2159,,,,2,2,2,2,,,
ARTICULO4340,1884,,1,,,,,,,,
ARTICULO4341,1884,,1,,,,,,,,
ARTICULO4342,6122,16,19,10,9,11,4,6,3,3,2
ARTICULO4343,7453,2,,,,,,,,,
ARTICULO4344,6122,,,1,2,,1,,,2,
ARTICULO4345,6827,,,,1,,,,,,
ARTICULO4346,7015,,1,1,,,,,,,
ARTICULO4347,8081,,,1,,,,,,,
ARTICULO4348,8144,,,1,,,,,,,
ARTICULO4349,4056,28,25,27,32,36,14,23,15,18,16
ARTICULO4350,3187,,,1,,,,,,,
ARTICULO4351,7564,,,,2,,,,,,
ARTICULO4352,4379,,1,,,,,1,,,
ARTICULO4353,8662,,,,,1,,,,,
ARTICULO4354,3790,,,2,,,,2,,,
ARTICULO4355,8252,,,4,,,,,,,
ARTICULO4356,4663,2,,,,,,,,,
ARTICULO4357,4215,,1,,,,,,,,
ARTICULO4358,3976,2,,,,,,,,,
ARTICULO4359,7809,,,1,,,,,,,
ARTICULO4360,5175,,,,,2,,,,,
ARTICULO4361,5490,,,,1,,,,,,
ARTICULO4362,4630,,,,2,,,,,,
ARTICULO4363,5716,,1,,,,,,,,
ARTICULO4364,9720,,,,1,,,,,,
ARTICULO4365,4612,,,,,1,,,,,
ARTICULO4366,4090,,2,,,,,,,,
ARTICULO4367,7184,,1,,,,,,,,
ARTICULO4368,1654,,,,1,,,,,,
ARTICULO4369,4056,,,2,,,2,,,,
ARTICULO4370,4056,,,,2,,6,6,8,,
ARTICULO4371,2159,1,,,,,1,,,,
ARTICULO4372,4823,,2,,,1,,,,,
ARTICULO4373,5318,,,,2,,,,,,
ARTICULO4374,7284,,,1,,,,,,,
ARTICULO4375,1944,1,,,,,,,,,
ARTICULO4376,1944,,1,,,,,,,,
ARTICULO4377,7985,,,2,,,,,,,
ARTICULO4378,5759,2,,,,,,,,,
ARTICULO4379,4056,11,7,4,10,13,17,3,5,11,
ARTICULO4380,4056,1,3,,,,,,,,
ARTICULO4381,1654,,3,2,1,,,,,,
ARTICULO4382,4823,,,,,3,,,,,
ARTICULO4383,1654,,,,1,,,,,,
ARTICULO4384,3942,,,,2,,,,,,
ARTICULO4385,7985,,1,,,,,,,,
ARTICULO4386,5302,,,1,,,,,,,
ARTICULO4387,2822,,1,,,,,,,,
ARTICULO4388,3817,,1,,,,,,,,
ARTICULO4389,8767,,,,,1,,,,,
ARTICULO4390,8040,,,1,,,,,,,
ARTICULO4391,2133,,,,2,,,,,,
ARTICULO4392,7284,,,1,,,,,,,
ARTICULO4393,4500,3,,,,,,,,,
ARTICULO4394,7696,,,2,,,,,,,
ARTICULO4395,7696,,2,,,,,,,,
ARTICULO4396,5759,2,,,,,,,,,
ARTICULO4397,4056,,,,1,2,,1,,5,3
ARTICULO4398,4056,1,,,1,2,5,5,4,4,2
ARTICULO4399,3561,,,1,,,,,,,
,8044,,4,,,,,,,,
ARTICULO4401,7833,,,1,,,,,,,
ARTICULO4402,1654,,,2,,1,,,,,
ARTICULO4403,5822,,,,,,1,,,,
ARTICULO4404,3561,,,1,,,,,,,
,8044,,4,,,,,,,,
ARTICULO4406,7723,1,,,,,,,,,
ARTICULO4407,2559,,,,,1,,,,,
,4612,,,,,1,,,,,
ARTICULO4409,2822,,,,,,1,,,,
ARTICULO4410,80555,2,2,,,,,2,,,1
ARTICULO4411,493,,1,,,,,,,,
ARTICULO4412,7284,,,,1,,,,,,
ARTICULO4413,4121,,,4,,,,,,,
ARTICULO4414,4654,,,,1,,,,,,
ARTICULO4415,2716,,,,,1,,,,,
ARTICULO4416,8506,,,,,,,1,,,
ARTICULO4417,2799,2,,,,,,,,,
ARTICULO4418,7754,,1,,,,,,,,
ARTICULO4419,7578,,,,1,,,,,,
ARTICULO4420,5318,,,2,,,,,,,
ARTICULO4421,5318,1,,,,,,,,,
ARTICULO4422,1655,1,,,,,,,,,
ARTICULO4423,1654,,,2,,,,,,,
ARTICULO4424,7094,,,,,,1,,,,
ARTICULO4425,5806,,,,,,,1,1,,
ARTICULO4426,7809,2,,,,,,,,,
ARTICULO4427,5318,2,,,,,,,,,
ARTICULO4428,4914,,,2,,,,,,,
ARTICULO4429,4914,,,6,,,,,,,
ARTICULO4430,5658,1,,,,,,,,,
ARTICULO4431,2089,,,,2,,,,,,
ARTICULO4432,7809,,2,,,,,,,,
ARTICULO4433,2822,,,,,4,,,,,
ARTICULO4434,8738,,,,,1,,,,1,
ARTICULO4435,4379,,1,,,,,,,,
ARTICULO4436,6137,,,,1,,,,,,
ARTICULO4437,7284,,2,,,,,,,,
ARTICULO4438,80555,,,,,2,,,2,,
ARTICULO4439,12908,,2,,,,,,,,
ARTICULO4440,5579,2,,,,,,,,,
ARTICULO4441,4655,,,,,6,,,,,
ARTICULO4442,1507,,,,,4,,,,,
ARTICULO4443,4655,,,,,4,,,4,,
ARTICULO4444,2716,,2,,,,,,,,
ARTICULO4445,5806,,,,1,,2,,,,
ARTICULO4446,6387,,,,2,,,,,,
ARTICULO4447,7833,,,1,,,,,,,
ARTICULO4448,6441,,,,,2,,,,,
ARTICULO4449,80555,2,2,,,,,,,,
ARTICULO4450,5295,,4,,,,,,,,
ARTICULO4451,5806,2,,2,,,,,,,
ARTICULO4452,7221,,2,,,,,,,,
ARTICULO4453,7284,,,4,,,,,,,
ARTICULO4454,5579,,,4,,,,,,,
ARTICULO4455,1714,,,,,1,,,,,
ARTICULO4456,1714,,,,,,,,,2,
ARTICULO4457,8527,,,,4,,,,,,
ARTICULO4458,7471,2,,,,,2,,,,
ARTICULO4459,2146,2,,,,,,,,,
ARTICULO4460,7284,,,2,,,,,,,
ARTICULO4461,7717,,,,,,,,1,1,
ARTICULO4462,1065,,,,2,,,,,,
,7471,,,,,,,1,,,
ARTICULO4464,6230,,,1,,,,,,,
ARTICULO4465,7368,,,7,12,1,,,,,
ARTICULO4466,7477,,,4,4,4,,,5,,
ARTICULO4467,3066,,,,,1,,,,,
ARTICULO4468,7313,,1,,,,,,,,
ARTICULO4469,4630,2,2,,,,,,,,
ARTICULO4470,7368,,,1,,,,,,,
ARTICULO4471,711,,,,,,,,2,,
,4056,,18,14,3,5,7,4,1,6,4
ARTICULO4473,4056,20,,,,,,,,,
ARTICULO4474,6512,1,,,,,,,,,
ARTICULO4475,4056,,,2,11,8,10,10,3,9,
ARTICULO4476,4663,,3,,,,,,,,
ARTICULO4477,2559,,,4,,,,,,,
ARTICULO4478,8853,,,,,2,,,,,
ARTICULO4479,8853,,,,,2,,,,,
ARTICULO4480,4105,,,5,,,,,,,
ARTICULO4481,6512,1,,,,,,,,,
ARTICULO4482,4630,,,,2,,,,,,
ARTICULO4483,5716,2,,,,,,,,,1
ARTICULO4484,7994,,,,,1,,,,,
ARTICULO4485,3783,,,1,,,,,,,
,7337,,2,,,,,,,,
,7765,1,,,,,,,,,
ARTICULO4488,1424,,1,,,,,,,,
ARTICULO4489,2159,1,,,1,,,,1,,1
ARTICULO4490,1654,,,1,1,,,,,,
ARTICULO4491,1654,,,1,,,,,,,
ARTICULO4492,1424,,1,,,,,,,,
ARTICULO4493,6512,1,,,,,,,,,
ARTICULO4494,1654,,,2,2,,,,,,
ARTICULO4495,1654,,,2,,,,,,,
ARTICULO4496,7102,1,,,,,,,,,
ARTICULO4497,8782,,,,,1,,,,,
ARTICULO4498,1714,,,,,,,1,,,1
ARTICULO4499,7284,2,,,,,,,,,
ARTICULO4500,7389,,,,,1,,,,,
ARTICULO4501,8034,,1,,,,,,,,
ARTICULO4502,2739,,2,,,,,,,,
ARTICULO4503,7807,,4,,,,,,,,
ARTICULO4504,2464,,,,,,,,,1,
ARTICULO4505,4056,,1,,,,,,,,
ARTICULO4506,5318,,,,,1,,,,,
ARTICULO4507,2739,1,,2,,,,,,,
ARTICULO4508,5806,2,,,,,,,,,
ARTICULO4509,4630,,,,,2,,,,2,
ARTICULO4510,7284,1,,,,,,,,,
ARTICULO4511,5318,2,,2,,,,,,,
ARTICULO4512,5940,,,1,1,,,,,,
ARTICULO4513,4056,4,,3,,1,,,2,,
ARTICULO4514,7284,2,,,,,,,,,
ARTICULO4515,6236,,,1,,,,,,1,
ARTICULO4516,1654,3,3,3,,,,,,,
ARTICULO4517,8081,,,1,,,,,,,
ARTICULO4518,8081,,,1,,,,,,,
ARTICULO4519,4056,,,3,,,1,,,2,
ARTICULO4520,8527,,,,2,,,,,,
ARTICULO4521,4056,,2,,,,,,,,
ARTICULO4522,4056,,2,,,,,,,,
ARTICULO4523,4056,,,3,2,,,1,1,,
ARTICULO4524,7985,,1,,,,,,,,
ARTICULO4525,7564,,,,,1,,,,,
ARTICULO4526,7757,,,,2,,,,,,
ARTICULO4527,1654,,,,3,6,,,,,
,8884,,,,,2,,,,,
ARTICULO4529,6827,,,4,,,1,,,,
ARTICULO4530,6827,,,,2,12,2,5,4,,
ARTICULO4531,6827,,,,1,,,,,,
ARTICULO4532,7640,1,,,,,,,,,
ARTICULO4533,2716,,4,,,,,,,,
ARTICULO4534,5285,1,,,,,,,,,
ARTICULO4535,2028,,,1,,,,,,,
ARTICULO4536,2167,,,2,,,,,,,
ARTICULO4537,1478,,,1,,,,,,,
ARTICULO4538,1478,,,1,,,,1,,,
ARTICULO4539,1478,,,,,2,,,,,
ARTICULO4540,1478,1,,,,,,,,,
ARTICULO4541,1478,,,,,2,,2,,,
ARTICULO4542,1478,,,,1,,,,,,
ARTICULO4543,1478,,,,1,,,,,,
ARTICULO4544,1478,5,1,,,,,,,,
ARTICULO4545,1478,,,,,2,,,,,1
ARTICULO4546,1478,2,,,,,1,,,,
ARTICULO4547,7811,,,1,,,1,,,,
ARTICULO4548,80555,,,,,2,,,,,
ARTICULO4549,80555,,,,2,,,,,,
ARTICULO4550,6441,,,,3,,,,,,
ARTICULO4551,3481,,2,,,,,,,,
ARTICULO4552,3837,2,,,,,,,,2,
ARTICULO4553,6441,,,,3,,,,,,
ARTICULO4554,6441,,,,3,,,,,,
ARTICULO4555,6441,,,,5,,,,,,1
ARTICULO4556,1185,,4,,,,,,,,
ARTICULO4557,6441,,,,3,,,,,,
ARTICULO4558,2089,,,,1,,,,,,
ARTICULO4559,6137,,,,1,,,,,,
ARTICULO4560,12908,2,,,,,,,,,
ARTICULO4561,1714,,4,,6,,6,,,,
ARTICULO4562,2056,,,,1,,,,,,
ARTICULO4563,2149,1,,,,1,1,1,,,
ARTICULO4564,8742,,,,,,,,,,1
ARTICULO4565,787,,,,,3,,,,,
ARTICULO4566,787,2,,,,,,,,,
ARTICULO4567,3976,,,,1,,,,2,,
ARTICULO4568,3066,,1,,1,,,,,,
ARTICULO4569,4663,,2,,,,,,,,
ARTICULO4570,1714,1,,,,,,,,,
ARTICULO4571,2159,8,39,35,38,,,,,,
,8392,,,10,,,,,,,
ARTICULO4573,2159,,,,2,,,,,,
ARTICULO4574,1944,,4,0,,,,,,,
ARTICULO4575,7284,,,1,,,,,,,
ARTICULO4576,7330,,,1,,,,,,,
ARTICULO4577,2716,,,,2,,,,,,
ARTICULO4578,3071,,3,,,,,,,,
ARTICULO4579,1884,,,1,,,,,,,
ARTICULO4580,1884,,4,,,,,,,,
ARTICULO4581,7710,,,,2,,,,,2,
ARTICULO4582,7284,3,,1,,,,,,,
ARTICULO4583,4500,1,,,,,,,,,
ARTICULO4584,7330,,,1,,,,,,,
ARTICULO4585,2716,,,,1,,,,,,
ARTICULO4586,2716,3,3,,,,,,,,
ARTICULO4587,1884,,6,,,,,,,,
ARTICULO4588,5481,,,,,,,4,,,
ARTICULO4589,3837,,,2,,,,,,,
ARTICULO4590,1884,4,,,,,,,,,
ARTICULO4591,2716,,2,,,,,,,,
ARTICULO4592,7284,,,,1,,,,,,
,8957,,,,,,,,1,,
ARTICULO4594,1944,,2,-2,,,,,,,
ARTICULO4595,7770,,,2,,,,,,,
ARTICULO4596,2495,4,12,,,,,,,,
ARTICULO4597,2800,,,4,,,,,,,
ARTICULO4598,2056,,2,,,,,,,,
ARTICULO4599,1944,,2,0,,,,,,,
ARTICULO4600,1944,,2,0,,,,,,,
,5481,,,,,,4,,,,
,10069,,,,,,,,,,2
ARTICULO4603,1944,,2,2,,,,,,,
ARTICULO4604,2782,,,,,1,,,,,
ARTICULO4605,2224,1,,,,,,,,,
ARTICULO4606,2224,,,1,,,,,,,
ARTICULO4607,6441,,,1,,,,,,,
ARTICULO4608,2628,2,,,,,,,,,
,7811,,,1,,,,,,,
,8742,,,,,,,,,,1
ARTICULO4611,1944,,2,-2,,,,,,,
ARTICULO4612,2716,,2,,,,,,,,
ARTICULO4613,2224,4,,,,,,,,,
ARTICULO4614,5295,,4,,,,,,,,
ARTICULO4615,2133,2,,,,,,,,,
ARTICULO4616,7770,,,2,,,,,,,
ARTICULO4617,7284,,,4,,,,,,,
ARTICULO4618,2495,,4,,,,,,,,
ARTICULO4619,2056,1,2,,,,,,,,
ARTICULO4620,7313,,2,,,,,,,,
ARTICULO4621,4630,,,,2,,,,,,
ARTICULO4622,2782,,3,,,,,,,,
ARTICULO4623,1884,,4,,1,,,,,,
ARTICULO4624,4630,,,,2,,,,,,
ARTICULO4625,4630,,1,,3,,,,,,
ARTICULO4626,4630,1,1,,,2,,,,,
ARTICULO4627,470,2,2,,,,,,,,
ARTICULO4628,470,2,,,,,,,,,
ARTICULO4629,4630,,,,2,,2,,,,
ARTICULO4630,7284,4,,,,,,,,,
ARTICULO4631,3797,,,,,1,,,,,
ARTICULO4632,4630,,,,2,,,,,,
ARTICULO4633,3797,,,,,1,,,,,
ARTICULO4634,8081,,,1,,,,,,,
ARTICULO4635,2056,,6,,,,,,,,
ARTICULO4636,2716,,4,,,,,,,,
ARTICULO4637,7717,,,3,,,,,,,
ARTICULO4638,7696,2,1,,,,,2,1,,
ARTICULO4639,3071,,3,,,,,,,,
ARTICULO4640,8017,,2,,,,,,,,
ARTICULO4641,2782,,,,,1,1,,,,
ARTICULO4642,2716,,,,,1,,,,,
ARTICULO4643,2716,,,,1,,,,,,
ARTICULO4644,2782,,,,,1,,,,,
ARTICULO4645,7750,1,,,,,,,,,
ARTICULO4646,7330,,1,,,,,,,,
ARTICULO4647,7330,,2,,,,,,,,
ARTICULO4648,8873,,,,,4,8,5,,,
ARTICULO4649,2782,,,,1,,1,,,,
ARTICULO4650,2716,,,2,,,,,,,
ARTICULO4651,7330,,2,,,,,,,,
ARTICULO4652,2782,,,,1,,,,,,
ARTICULO4653,1478,,,,,1,,,,,
ARTICULO4654,2782,,,2,,,,,,,
ARTICULO4655,4121,,,2,,,,,,,
ARTICULO4656,7284,,,1,,,,,,,
ARTICULO4657,8873,,,,,4,9,2,2,3,5
ARTICULO4658,7284,,,1,,,,,,,
ARTICULO4659,2246,,,,,,,1,,,
ARTICULO4660,2159,4,26,13,8,,,,,,
ARTICULO4661,8873,,,,,8,10,5,,,
ARTICULO4662,2979,,30,30,,,,,,,
ARTICULO4663,2028,,,3,,,,,,,
ARTICULO4664,7176,3,,,,,,,,,
ARTICULO4665,8144,,,1,,,,,,,
ARTICULO4666,452,,,,4,1,,,,,
ARTICULO4667,452,,,,10,,,,,,
ARTICULO4668,7761,,,1,,,,,,,
ARTICULO4669,7284,,,,1,,,,,,
ARTICULO4670,1948,,,,,1,,,,,
ARTICULO4671,1948,,,1,,,,,,,
ARTICULO4672,1948,,,,1,,,,,,
ARTICULO4673,1948,,,1,,,,,,,
ARTICULO4674,1948,,,,1,,,,,,
ARTICULO4675,1948,,,,,1,1,,,,
ARTICULO4676,1948,,1,,,,,,,,
ARTICULO4677,1948,,,,0,2,,,,,
ARTICULO4678,1948,,,1,,1,2,,,2,1
ARTICULO4679,1948,,,,0,2,,,,,
ARTICULO4680,1948,,,1,,,,,1,,
ARTICULO4681,1948,,1,,,,,,,,
ARTICULO4682,1948,,,1,,,,,,,
ARTICULO4683,452,,,,,,,,,1,
ARTICULO4684,452,,,,,6,,,,,
ARTICULO4685,452,,,,4,,,,,,
ARTICULO4686,452,,,,,4,,,,,
ARTICULO4687,5295,,4,,,,,,,,
ARTICULO4688,5295,,1,,,,,,,,
ARTICULO4689,5295,,1,,,,,,,,
ARTICULO4690,1948,,,,,1,1,,1,,
ARTICULO4691,4663,,1,,,,,,,,
ARTICULO4692,4663,,,1,,,,,,,
ARTICULO4693,4663,,,,,1,,,,,
ARTICULO4694,7139,,,,1,,,,,,
ARTICULO4695,2146,1,,,,,,,,,
ARTICULO4696,1948,,,1,,,,,,,
ARTICULO4697,1948,,,,,1,,,,,1
ARTICULO4698,1948,,,,,1,,,,,
ARTICULO4699,3290,,,,2,,,,,,
ARTICULO4700,3290,,,2,,,,,,,
ARTICULO4701,3290,,,2,,,,,,,
ARTICULO4702,419,8,,,,,,,,,
ARTICULO4703,7750,,,,2,,,,,,
ARTICULO4704,1894,,,,,1,,,,,
ARTICULO4705,4121,2,,,,,,,,,
ARTICULO4706,5358,2,,,,,,,,,
ARTICULO4707,5358,4,,,,,,,,,
ARTICULO4708,695,,,,2,,,,,,
ARTICULO4709,2821,4,,,,,,,,,2
ARTICULO4710,6802,1,,4,1,1,6,1,,,2
,7186,,,1,,,,,,,
ARTICULO4712,8490,,,,3,,,,,,
,8720,,,,,3,,,,,
ARTICULO4714,3029,,2,2,4,,,,,,
ARTICULO4715,427,,,1,,,,,,,
ARTICULO4716,2309,4,,2,,,,,,,
ARTICULO4717,7895,,1,,,,,,,,
ARTICULO4718,8022,,,1,,,,,,,
ARTICULO4719,3464,,,,2,,,,,,
,8764,,,,,3,1,1,,,
ARTICULO4721,6664,,1,,,,,,,,
ARTICULO4722,8534,,,,10,,,,,,
ARTICULO4723,7284,,,,1,,,,,,
ARTICULO4724,1328,,,,1,1,,,,,
ARTICULO4725,353,,2,,,,,,,,
ARTICULO4726,353,,,2,,,,,,,
ARTICULO4727,2294,,,1,,,,,,,
ARTICULO4728,8577,,,,1,,,,,,
ARTICULO4729,1236,,,,1,,,,,,
ARTICULO4730,1236,,,,1,,1,,,,
ARTICULO4731,1236,,,,1,1,,2,,1,
,4092,,,,,,1,,,,
ARTICULO4733,1236,,,,1,,,,,2,2
ARTICULO4734,8042,,,,1,,,,,,
ARTICULO4735,8588,,,,1,,1,,,,
ARTICULO4736,3793,,1,,,,,,,,
ARTICULO4737,4865,,,,,2,3,,,,
ARTICULO4738,222,,,5,,,,,,,
ARTICULO4739,427,,1,,,1,1,,,2,
,501,,,,,,,,,,1
ARTICULO4741,222,,,,,1,,,,,
,6270,1,,1,,,,,,,
ARTICULO4743,2623,,,2,,,,,,,
ARTICULO4744,969,,,1,,,,,,,
ARTICULO4745,2309,,,,2,,,2,,,
,4729,,,,2,,,,,,
ARTICULO4747,6848,,,,,1,,,,,
ARTICULO4748,425,1,,,,,,,,,
ARTICULO4749,1328,,,,,2,,,,,
,5388,,,,,,12,,1,,
,7676,1,,,,,,,,,
ARTICULO4752,794,,,,,1,1,3,,4,6
ARTICULO4753,8446,,,,,,,,,16,
ARTICULO4754,6365,,,,10,,,,,,
,7529,,,,,,,,,10,
ARTICULO4756,5388,7,,,,,,,,,
ARTICULO4757,2690,,1,,,,,,,,
,5388,,,,2,,,,,,
ARTICULO4759,794,,,20,24,28,8,24,35,24,19
,2826,,,,,,,1,1,,
,9949,,,,,,,,,,1
ARTICULO4762,5388,,1,,,,,,,,
,8453,,,,1,,,,,,
ARTICULO4764,427,,,,,,1,,2,,
,5388,,3,,,,,,,,
,8453,,,,1,1,,,,,
ARTICULO4767,3189,,,,2,,,,,,
ARTICULO4768,3189,,,,2,,,,,,
ARTICULO4769,1328,,,,,2,,,,,
ARTICULO4770,4973,,,2,,,,,,,
ARTICULO4771,6664,,,,1,,,,,,
ARTICULO4772,8458,,,,,1,,,,,
ARTICULO4773,8773,,,,,2,2,,,,
ARTICULO4774,2435,4,,,,,,,,,
,4909,,,,,,,,,,3
ARTICULO4776,4453,,,,1,,,,,,
ARTICULO4777,535,1,,4,,,,,,,
,7755,,,,1,,,,,,
ARTICULO4779,7044,1,,,,,,,,,
ARTICULO4780,7044,2,,,,,,,,,
ARTICULO4781,427,,,,2,,,,,,
,4718,,,,,,,,,1,
ARTICULO4783,6365,6,,,,,,,,,
ARTICULO4784,7044,1,,,,,,,,,
ARTICULO4785,4794,,,1,,,,,,,
ARTICULO4786,7755,1,,,,,,,,,
ARTICULO4787,6365,3,,,,,,,,,
ARTICULO4788,222,,,5,,,,,,,
ARTICULO4789,794,1,1,1,1,,,,,1,1
,2309,,,,,,1,,,,
ARTICULO4791,1091,,1,,,,,,,,
ARTICULO4792,427,1,,4,,,1,,,1,2
ARTICULO4793,794,,1,,,,,,,,
,2590,,,,,,1,,,,
ARTICULO4795,655,,1,,,,,,,,
ARTICULO4796,8912,,,,,,1,,,,
ARTICULO4797,425,,1,,,,,,,,
ARTICULO4798,4421,,,,,,,2,,,
,6208,,1,,,,,,,,
ARTICULO4800,6511,,,2,,,,,,,
ARTICULO4801,427,,,,,,2,,,,
,8102,,,,2,4,,,,,
ARTICULO4803,2667,,,1,,,,,,,
ARTICULO4804,838,,,,3,1,2,,,,
ARTICULO4805,501,,,,,1,,,,,
ARTICULO4806,222,2,,,1,,1,1,,,
ARTICULO4807,1065,,,,3,,,,,,
ARTICULO4808,4453,,,,,1,,,,,
ARTICULO4809,711,,2,2,,,,,,,1
ARTICULO4810,4453,,,,1,,,,,,
ARTICULO4811,7534,,1,1,,,,,1,,2
ARTICULO4812,314,1,,,,,,,,,
ARTICULO4813,222,,,5,5,,,,,,
ARTICULO4814,711,,1,,,,,,,,
ARTICULO4815,427,,,,,,,,,,1
,517,,,,1,3,2,1,,1,
,1271,,,,,,,,,,1
,4453,,,,,,,,1,,
,4924,,,,1,,,,,,
,7609,,,,,,,,,1,
ARTICULO4821,222,,,,,2,2,,,,
,427,1,1,,,,3,,,,
,4556,4,,,,,,,,,4
ARTICULO4824,222,,,,,,,,,,2
,1091,,,,,1,,,,,
ARTICULO4826,5388,,,,1,,,,,,
ARTICULO4827,3371,,,,,,1,,,,
ARTICULO4828,655,,,1,,,,,,,
ARTICULO4829,7,,,,,3,,,,,1
ARTICULO4830,222,,2,,,,,,,,
ARTICULO4831,5388,,,,1,,,,,,
ARTICULO4832,4090,,1,,,,,,,,
ARTICULO4833,6664,,1,,,,,,,,
ARTICULO4834,222,,2,,2,,,,,,
ARTICULO4835,4794,,,1,,,,,,,
,5388,3,8,8,1,,4,,,,
,8453,,,,1,,,,,,
ARTICULO4838,5388,,,,1,,,,,,
ARTICULO4839,5388,,,,6,2,1,,,,
ARTICULO4840,9916,,,,,,,,,1,
ARTICULO4841,2216,,,1,,,,,,,
ARTICULO4842,501,,,,1,,,,,,
ARTICULO4843,222,,2,,,,,,,,
,2479,,,,2,,,,,,
ARTICULO4845,222,27,15,21,,14,10,,,,
,1328,,,,,1,,,,,
,2119,,8,1,1,,,1,,,
,2135,1,,,,,,,,,
,3162,,1,1,,2,,,1,,1
,7911,,,,1,,,,,,
,13027,,,,,,,,,1,
ARTICULO4852,3696,,1,,,,,,,,
ARTICULO4853,3189,,,,3,,,,2,,
ARTICULO4854,1091,,,1,,,,,,2,
,1271,,,,,,2,4,,,
,2187,5,2,6,4,2,,,,,
ARTICULO4857,427,,1,1,1,1,,,,,
ARTICULO4858,8773,,,,,2,1,,,,
ARTICULO4859,7676,1,,,,,,,,,
ARTICULO4860,501,,,,,1,1,,,,
,4612,,,2,,1,,,,2,
ARTICULO4862,501,2,1,1,1,,1,1,2,7,2
ARTICULO4863,7911,,,,1,,2,,1,1,
ARTICULO4864,2826,,,,,,,1,,,
ARTICULO4865,5419,1,,,,,,,,1,
ARTICULO4866,5388,,1,1,,,,,,,
ARTICULO4867,2826,1,,,,,,,,1,
ARTICULO4868,314,1,,,,,,,,,
ARTICULO4869,2201,,,,2,,,,,,
ARTICULO4870,501,1,,,,,,,,,
,2201,,,1,,,,,,,
ARTICULO4872,7827,,,1,,,,,,,
ARTICULO4873,7044,1,,,,,,,,,
ARTICULO4874,2826,,,,,2,,,,,
ARTICULO4875,222,,,,,,,,,,1
,1328,,1,,,,,,,,
ARTICULO4877,314,3,,2,,,,,,,
ARTICULO4878,314,1,,,,,,,,,
ARTICULO4879,6664,,1,,,,2,,,,
ARTICULO4880,5388,,3,1,2,,,,,,
ARTICULO4881,2479,,,,,2,,,,,
ARTICULO4882,5388,,,,,1,,,,,
ARTICULO4883,222,,,2,8,8,,2,,,
,5388,,,1,,,,,,,
ARTICULO4885,5388,2,2,2,,,,,,,
ARTICULO4886,2119,,2,,,,,,,,
,5388,,,,,2,,,,,
ARTICULO4888,711,1,11,5,,,,,,,
ARTICULO4889,427,1,,,,,,,,,
ARTICULO4890,222,5,6,4,,12,6,6,3,,
,4909,,,,,,,,,,1
ARTICULO4892,222,,2,,,,,,,,
ARTICULO4893,4924,,,,,2,,,,,
ARTICULO4894,7044,,1,,,,,,,,
